39.0
23.8
6.5
6.0
4.7
17.4
39.3
20.0
6.5
4.2
5.2
22.7
45.3
27.7
7.2
3.9
4.6
18.9
35.7
19.6
6.5
3.4
5.6
20.4
38.1
30.7
6.4
3.4
2.9
23.2
45.1
30.5
6.6
3.3
3.9
22.7
40.0
32.3
8.3
2.7
3.2
16.5
39.6
21.7
5.4
2.6
3.7
19.7
35.6
21.5
6.0
3.2
2.7
22.5
49.1
29.9
8.5
2.8
2.1
25.4
36.7
28.6
5.5
2.3
3.0
23.4
32.2
24.8
11.8
2.4
